stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
43.220001,0,1141,-79.807473,,,,GREENHILL AV & COCHRANE RD,GREENHILL at COCHRANE,0,1626,
43.210322,0,2449,-79.791232,,,,GREENHILL AV & BUNKER HILL DR,GREENHILL at BUNKER HILL,0,1625,
43.209679,0,2493,-79.782482,,,,GREENHILL AV & BLANCHE CT,GREENHILL at BLANCHE,0,1624,
43.192739,0,5166,-79.815736,,,,STONE CHURCH RD E & RAMP RHVP SB TO STONE CHURCH,STONE CHURCH at REDHILL VALLEY PKWY,0,355853,
43.195517,0,5043,-79.818502,,,,PRITCHARD RD & #211,At 211 PRITCHARD,0,355850,
43.200665,0,4702,-79.816517,,,,MUD ST W & PRITCHARD RD,MUD at PRITCHARD,0,355851,
43.277039,0,8900,-79.889764,,,,YORK BV & HAM CEMETERY NORTH ENT OPP,YORK opposite HAMILTON CEMETERY,0,3209,
43.276804,0,1336,-79.889828,,,,YORK BV & HAMILTON CEMETERY NORTH,YORK at HAMILTON CEMETERY NORTH,0,3208,
43.264526,0,1343,-79.895661,,,,MACKLIN ST N & CORONATION ARENA,MACKLIN at CORONATION ARENA,0,355941,
43.205224,0,2156,-79.837853,,,,UP/OTTAWA ST & #1190 OPP (QUINDALE GARDENS),Opposite 1190 UPPER OTTAWA,0,2860,
43.193563,0,2149,-79.842721,,,,UP/OTTAWA ST & #1527,At 1527 UPPER OTTAWA,0,2861,
43.223445,0,2162,-79.830289,,,,UP/OTTAWA ST & #633 N BROKER AV,At 633 UPPER OTTAWA,0,2863,
43.223291,0,2108,-79.830546,,,,UP/OTTAWA ST & #638 S FENNELL AV,At 638 UPPER OTTAWA,0,2864,
43.220024,0,2108,-79.831886,,,,UP/OTTAWA ST & 10TH AV (#722),UPPER OTTAWA at TENTH,0,2865,
43.221808,0,2108,-79.831149,,,,UP/OTTAWA ST & 9TH AV,UPPER OTTAWA at NINTH,0,2866,
43.214429,0,2158,-79.833999,,,,UP/OTTAWA ST & ANSON AV (#871),UPPER OTTAWA at ANSON,0,2867,
43.2133,0,2111,-79.834656,,,,UP/OTTAWA ST & BEACONSFIELD DR,UPPER OTTAWA at BEACONSFIELD,0,2868,
43.200084,0,1508,-79.8835,,,,RYMAL RD E & UPPER WELLINGTON ST,RYMAL at UPPER WELLINGTON,0,355982,
43.210157,0,4489,-79.930377,,,,GARNER RD E & GLANCASTER RD,GARNER at GLANCASTER,0,355931,
43.237912,0,2320,-79.921011,,,,CHEDMAC DR & EXTENDICARE,CHEDMAC at EXTENDICARE,0,355930,
43.175889,0,4407,-79.775416,,,,UP/CENTENNIAL PY & PRIVATE RD,UPPER CENTENNIAL opposite SOUTH MOUNT HEALTH CENTRE,0,355933,
43.207108,0,4475,-79.949201,,,,GARNER RD E & PRIVATE RD,GARNER opposite REDEEMER UNIVERSITY COLLEGE,0,355932,
43.17369,0,4414,-79.778375,,,,RYMAL RD E & UP/CENTENNIAL PY,RYMAL at UPPER CENTENNIAL,0,355935,
43.176015,0,4412,-79.77549,,,,UP/CENTENNIAL PY & PRIVATE RD,UPPER CENTENNIAL at SOUTH MOUNT HEALTH CENTRE,0,355934,
43.18631,0,2466,-79.782024,,,,FIRST RD W & MAPLEWOOD GREEN PARK,FIRST opposite MAPLEWOOD GREEN PARK,0,355937,
43.210149,0,4470,-79.925132,,,,RYMAL RD W & MEADOWBANK DR,RYMAL at MEADOWBANK,0,355936,
43.256547,0,2955,-79.901331,,,,LONGWOOD RD S & MCMASTER INNOVATION PARK,LONGWOOD at MCMASTER INNOVATION PARK,0,355939,
43.268726,0,2766,-79.775551,,,,BEACH BV & KIRK RD,BEACH opposite SKYWAY PARK,0,355938,
43.226708,0,2150,-79.834368,,,,FENNELL AV E & EAST 45TH ST,FENNELL at EAST 45TH,0,1439,
43.256864,0,2769,-79.78987,,,,BURLINGTON ST E & #1755 E STRATHEARNE AV,At 1755 BURLINGTON,0,1199,
43.246511,0,1170,-79.843525,,,,DELAWARE AV & HOLTON AV,DELAWARE at HOLTON,0,1365,
43.244373,0,1289,-79.800112,,,,BRITANNIA AV & FAIRFIELD AV,BRITANNIA at FAIRFIELD,0,1191,
43.244314,0,1279,-79.800409,,,,BRITANNIA AV & FAIRFIELD AV,BRITANNIA at FAIRFIELD,0,1190,
43.244737,0,1279,-79.802265,,,,BRITANNIA AV & TRAGINA AV,BRITANNIA at TRAGINA,0,1193,
43.243883,0,1280,-79.798479,,,,BRITANNIA AV & STRATHEARNE AV,BRITANNIA at STRATHEARNE,0,1192,
43.259036,0,2805,-79.807319,,,,BURLINGTON ST E & DOFASCO RD,BURLINGTON at DOFASCO DR,0,1197,
43.259486,0,2805,-79.809336,,,,BURLINGTON ST E & #1330 DOFASCO OFFICE,At 1330 BURLINGTON,0,1196,
43.253811,0,2000,-79.870401,,,,JAMES ST S & HUNTER ST E,JAMES at HUNTER,0,1758,
43.252435,0,1303,-79.871005,,,,JAMES ST S & BOLD ST,JAMES at BOLD,0,1751,
43.255908,0,2830,-79.809381,,,,BEACH RD & BAYFIELD AV,BEACH at BAYFIELD,0,1177,
43.257802,0,1052,-79.82236,,,,BEACH RD & ALBEMARLE ST,BEACH at ALBEMARLE,0,1176,
43.257694,0,1032,-79.822273,,,,BEACH RD & ALBEMARLE ST,BEACH at ALBEMARLE,0,1175,
43.265302,0,2766,-79.7725,,,,BEACH BV & RAMP BEACH TO QEW TORONTO,BEACH at VAN WAGNERS BEACH,0,1174,
43.265428,0,2684,-79.77237,,,,BEACH BV & VAN WAGNER'S BEACH RD,BEACH at VAN WAGNERS BEACH,0,1173,
43.27448,0,2686,-79.780099,,,,BEACH BV & TOWERS DR OPP (#395),BEACH opposite TOWERS,0,1172,
43.274459,0,2764,-79.780301,,,,BEACH BV & TOWERS DR,BEACH at TOWERS,0,1171,
43.289028,0,2761,-79.790354,,,,BEACH BV & THIRD AV OPP (#945),BEACH opposite THIRD,0,1170,
43.254994,0,1033,-79.815652,,,,BEACH RD & OTTAWA ST,BEACH at OTTAWA,0,1179,
43.255679,0,1033,-79.817416,,,,BEACH RD & DOFASCO GATE #3 OPP,BEACH opposite GATE 3,0,1178,
43.214734,0,4386,-79.63931,,,,SOUTH SERVICE RD & WINONA CROSSING EAST,SOUTH SERVICE at WINONA CROSSING EAST,0,356260,
43.25031,0,9204,-79.87197,,,,JAMES ST & CHARLTON AVE,JAMES at CHARLTON,0,356261,
43.25371,0,2703,-79.86337,,,,MAIN ST E & WALNUT ST,MAIN at WALNUT,0,356262,
43.232077,0,2379,-79.762424,,,,CENTENNIAL PY N & DELAWANA DR,CENTENNIAL at DELAWANA,0,1285,
43.232658,0,2383,-79.762483,,,,CENTENNIAL PY N & DELAWANA DR,CENTENNIAL at DELAWANA,0,1284,
43.224807,0,2598,-79.765439,,,,CENTENNIAL PY S & FELKER AV,CENTENNIAL at FELKER,0,1287,
43.235191,0,2383,-79.761273,,,,CENTENNIAL PY N & EASTGATE CT,CENTENNIAL at EASTGATE,0,1286,
43.239404,0,2380,-79.75926,,,,CENTENNIAL PY N & ARROWSMITH RD OPP,CENTENNIAL opposite ARROWSMITH,0,1281,
43.239915,0,2386,-79.759361,,,,CENTENNIAL PY N & ARROWSMITH RD,CENTENNIAL at ARROWSMITH,0,1280,
43.188434,0,4453,-79.816954,,,,UPPER RED HILL VALLEY PY & TIME SQUARE BV,UPPER RED HILL at TIMES SQUARE,0,356132,
43.237665,0,2386,-79.760314,,,,CENTENNIAL PY N & BARTON ST (#247),CENTENNIAL at BARTON,0,1282,
43.187476,0,2420,-79.784681,,,,GATESTONE DR & BEACHGROVE CR,GATESTONE opposite BEACHGROVE,0,355733,
43.192249,0,4459,-79.815684,,,,UPPER RED HILL VALLEY PY & STONE CHURCH RD E,UPPER RED HILL at STONE CHURCH,0,356138,
43.22308,0,2596,-79.766111,,,,CENTENNIAL PY S & GLENVIEW DR,CENTENNIAL at GLENVIEW,0,1288,
43.192877,0,4495,-80.023785,,,,OSPREY DR & SANDHILL DR,OSPREY opposite SANDHILL,0,355735,
43.256832,0,2964,-79.88503,,,,LOCKE ST S & HUNTER ST W,LOCKE at HUNTER,0,355734,
43.190123,0,2463,-79.794683,,,,GORDON DRUMMOND AV & GORDON DRUMMOND AV,GORDON DRUMMOND at GORDON DRUMMOND,0,1579,
43.228168,0,2399,-79.937225,,,,GOLF LINKS RD & STONE CHURCH RD,GOLF LINKS at STONE CHURCH,0,1578,
43.24845,0,2707,-79.84303,,,,MAIN ST E & HOLTON AVE,MAIN at HOLTON,0,356266,
43.224116,0,2471,-79.96192,,,,GOLF LINKS RD & MCNIVEN RD,GOLF LINKS at MCNIVEN,0,1573,
43.227052,0,2399,-79.943943,,,,GOLF LINKS RD & MARTINDALE CR,GOLF LINKS opposite MARTINDALE,0,1570,
43.228561,0,2473,-79.937088,,,,MOHAWK RD W & STONE CHURCH RD,MOHAWK at STONE CHURCH,0,1577,
43.224745,0,2461,-79.95943,,,,GOLF LINKS RD & ONONDAGA DR OPP,GOLF LINKS opposite ONONDAGA,0,1576,
43.224974,0,2471,-79.959248,,,,GOLF LINKS RD & ONONDAGA DR,GOLF LINKS at ONONDAGA,0,1575,
43.226253,0,2461,-79.948568,,,,GOLF LINKS RD & MEADOWLANDS BV,GOLF LINKS at MEADOWLANDS,0,1574,
43.184684,0,9231,-79.901928,,,,,MOUNTAIN TRANSIT CENTRE PLATFORM 3,0,355798,
43.193597,0,4041,-79.809757,,,,,HERITAGE GREENE TERMINAL PLATFORM 2,0,355597,
43.192489,0,4050,-79.810446,,,,,HERITAGE GREENE TERMINAL PLATFORM 1,0,355596,
43.267321,0,2958,-79.898774,,,,LONGWOOD RD N & NORWOOD RD,LONGWOOD at NORWOOD,0,2037,
43.269137,0,2958,-79.897982,,,,LONGWOOD RD N & FRANKLIN AV,LONGWOOD at FRANKLIN,0,2036,
43.300721,0,2759,-79.801141,,,,CCIW & LAKESHORE RD,CCIW at TECHNOLOGY BUILDING,0,1243,
43.266014,0,2958,-79.899359,,,,LONGWOOD RD N & EDGEVALE RD,LONGWOOD at EDGEVALE,0,2035,
43.198744,0,2217,-79.861981,,,,UPPER SHERMAN AV & DULGAREN ST,UPPER SHERMAN at DULGAREN,0,356000,
43.248239,0,1172,-79.850306,,,,DELAWARE AV & WENTWORTH ST,DELAWARE at WENTWORTH,0,1370,
43.261435,0,1361,-79.817329,,,,DEPEW ST & BURLINGTON ST,DEPEW at BURLINGTON,0,1373,
43.256762,0,1362,-79.819519,,,,DEPEW ST & BEACH RD,DEPEW at BEACH,0,1372,
43.258632,0,1363,-79.81865,,,,DEPEW ST & GERTRUDE ST,DEPEW at GERTRUDE,0,1375,
43.261768,0,1360,-79.817419,,,,DEPEW ST & BURLINGTON ST,DEPEW at BURLINGTON,0,1374,
43.263148,0,1360,-79.816846,,,,DEPEW ST & INDUSTRIAL DR,DEPEW at INDUSTRIAL,0,1377,
43.25862,0,1361,-79.818506,,,,DEPEW ST & GERTRUDE ST - GUARD SHACK,DEPEW at GERTRUDE,0,1376,
43.227546,0,2540,-79.708046,,,,DEWITT RD & ARVIN RD,DEWITT at ARVIN,0,1378,
43.253349,0,2965,-79.886615,,,,LOCKE ST S & CHARLTON AV W,LOCKE at CHARLTON,0,2032,
43.29944,0,2759,-79.800673,,,,CCIW & LAKESHORE RD,CCIW at ADMINISTRATION BUILDING,0,1242,
43.221505,0,9999,-79.89177,,,,LIMERIDGE RD W & WEST 5TH ST,LIMERIDGE at WEST 5TH,0,2030,
43.256908,0,2770,-79.793003,,,,BURLINGTON ST E & STRATHEARNE AV,BURLINGTON at STRATHEARNE,0,1229,
43.256598,0,2679,-79.793175,,,,BURLINGTON ST E & STRATHEARNE AV,BURLINGTON at STRATHEARNE,0,1228,
43.260347,0,3003,-79.865359,,,,CANNON ST E & HUGHSON ST N,CANNON at HUGHSON,0,355440,
43.256444,0,9232,-79.869273,,,,JAMES ST S & KING ST W,JAMES at KING,0,355443,
43.272424,0,2894,-79.895213,,,,LONGWOOD RD N & PRINCESS POINT LOOP,PRINCESS POINT LOOP,0,2038,
43.208768,0,2455,-79.803507,,,,,MOUNT ALBION LOOP,0,2309,
43.214085,0,2491,-79.796396,,,,MOUNT ALBION RD & KINGSWOOD DR OPP,MOUNT ALBION opposite KINGSWOOD,0,2308,
43.211804,0,2454,-79.798162,,,,MOUNT ALBION RD & GOLFCREST RD,MOUNT ALBION at GOLFCREST,0,2301,
43.209368,0,2489,-79.801829,,,,MOUNT ALBION RD & GLENCASTLE DR OPP,MOUNT ALBION opposite GLEN CASTLE,0,2300,
43.215859,0,2447,-79.795307,,,,MOUNT ALBION RD & GREENHILL AV,MOUNT ALBION at GREENHILL,0,2303,
43.211458,0,2490,-79.798236,,,,MOUNT ALBION RD & GOLFCREST RD OPP,MOUNT ALBION opposite GOLFCREST,0,2302,
43.223887,0,2445,-79.791588,,,,MOUNT ALBION RD & HIXON RD,MOUNT ALBION at HIXON,0,2305,
43.215688,0,2495,-79.795209,,,,MOUNT ALBION RD & GREENHILL AV,MOUNT ALBION at GREENHILL,0,2304,
43.214398,0,2454,-79.796402,,,,MOUNT ALBION RD & KINGSWOOD DR,MOUNT ALBION at KINGSWOOD,0,2307,
43.224385,0,2498,-79.79126,,,,MOUNT ALBION RD & HIXON RD,MOUNT ALBION at HIXON,0,2306,
43.218096,0,1434,-79.863219,,,,,LIME RIDGE TERMINAL PLATFORM 2,0,356044,
43.201916,0,2115,-79.839494,,,,UP/OTTAWA ST & QUEENSBURY DR,UPPER OTTAWA at QUEENSBURY,0,2886,
43.326915,0,1837,-79.918472,,,,PARKSIDE DR & SADIELOU BV,PARKSIDE at SADIELOU,0,356041,
43.233548,0,2354,-79.924792,,,,MOHAWK RD W & MAGNOLIA DR,MOHAWK at MAGNOLIA,0,2275,
43.233656,0,2339,-79.924297,,,,MOHAWK RD W & MAGNOLIA DR,MOHAWK at MAGNOLIA,0,2274,
43.230295,0,2360,-79.896278,,,,MOHAWK RD W & MILLBANK PL,MOHAWK at MILLBANK,0,2277,
43.229256,0,2659,-79.964248,,,,MOHAWK RD W & MCNIVEN RD,MOHAWK at MCNIVEN,0,2276,
43.23128,0,2334,-79.901287,,,,MOHAWK RD W & GARTH ST,MOHAWK at GARTH,0,2271,
43.229032,0,2363,-79.883001,,,,MOHAWK RD W & CALEDON AV,MOHAWK at CALEDON,0,2270,
43.23213,0,2335,-79.905591,,,,MOHAWK RD W & JUANITA DR OPP (#505),MOHAWK at JUANITA,0,2273,
43.231051,0,2358,-79.900677,,,,MOHAWK RD W & GARTH ST,MOHAWK at GARTH,0,2272,
43.241381,0,6025,-79.916852,,,,REDFERN AV & JEWEL ST,REDFERN at JEWEL,0,356043,
43.232879,0,2473,-79.934075,,,,MOHAWK RD W & OLD MOHAWK RD,MOHAWK at OLD MOHAWK,0,2279,
43.230764,0,2332,-79.889145,,,,MOHAWK RD W & NEYER ST,MOHAWK at NEYER,0,2278,
43.238489,0,2100,-79.863716,,,,QUEENSDALE AV E & EAST 13TH ST,QUEENSDALE at EAST 13TH,0,2455,
43.248996,0,2951,-79.883485,,,,ABERDEEN AV & QUEEN ST S,ABERDEEN at QUEEN,0,2454,
43.238702,0,2167,-79.863923,,,,QUEENSDALE AV E & EAST 13TH ST OPP (#301),QUEENSDALE opposite EAST 13TH,0,2456,
43.253718,0,2843,-79.881108,,,,QUEEN ST S & DUKE ST,QUEEN at DUKE,0,2450,
43.250727,0,2844,-79.882332,,,,QUEEN ST S & STANLEY AV,QUEEN at STANLEY,0,2452,
43.259719,0,1243,-79.848546,,,,BARTON ST E & ST. MATTHEWS AV,BARTON opposite ST. MATTHEWS,0,1111,
43.247828,0,1128,-79.849212,,,,DELAWARE AV & MYRTLE AV,DELAWARE at MYRTLE,0,1366,
43.263778,0,1015,-79.867623,,,,MACNAB ST N & COLBOURNE ST,MACNAB at COLBOURNE,0,2057,
43.260954,0,1014,-79.868802,,,,MACNAB ST N & CANNON ST,MACNAB at CANNON,0,2056,
43.265327,0,1016,-79.866872,,,,MACNAB ST N & MURRAY ST,MACNAB at MURRAY,0,2059,
43.262339,0,1015,-79.868218,,,,MACNAB ST N & MULBERRY ST,MACNAB at MULBERRY,0,2058,
43.240625,0,1167,-79.831632,,,,GAGE AV S & CUMBERLAND AV OPP,GAGE opposite CUMBERLAND,0,1504,
43.246446,0,1129,-79.843787,,,,DELAWARE AV & HOLTON AV,DELAWARE at HOLTON,0,1364,
43.196449,0,1429,-80.014491,,,,GARNER RD W & WALMART CANADIAN TIRE PLAZA,GARNER at WALMART,0,1509,
43.270102,0,1455,-79.852353,,,,WELLINGTON ST N & BURLINGTON ST,WELLINGTON at BURLINGTON,0,3080,
43.268574,0,1456,-79.853002,,,,WELLINGTON ST N & MACAULEY ST,WELLINGTON at MACAULAY,0,3083,
43.203715,0,2159,-79.860051,,,,STONE CHURCH RD E & UP/SHERMAN AV,STONE CHURCH at UPPER SHERMAN,0,2699,
43.199206,0,2752,-79.840194,,,,STONE CHURCH RD E & UP/OTTAWA ST,STONE CHURCH at UPPER OTTAWA,0,2698,
43.199291,0,2820,-79.841386,,,,STONE CHURCH RD E & UP/OTTAWA ST,STONE CHURCH at UPPER OTTAWA,0,2697,
43.20145,0,2751,-79.849938,,,,STONE CHURCH RD E & UP/GAGE AV,STONE CHURCH at UPPER GAGE,0,2696,
43.201498,0,2190,-79.850898,,,,STONE CHURCH RD E & UP/GAGE AV,STONE CHURCH at UPPER GAGE,0,2695,
43.200292,0,2820,-79.845874,,,,STONE CHURCH RD E & TAYMALL ST,STONE CHURCH at TAYMALL,0,2694,
43.205159,0,2151,-79.865743,,,,STONE CHURCH RD E & RIDGEMOUNT DR,STONE CHURCH at RIDGEMOUNT,0,2693,
43.205145,0,2723,-79.865128,,,,STONE CHURCH RD E & REDMOND DR,STONE CHURCH at REDMOND,0,2692,
43.202629,0,2724,-79.854844,,,,STONE CHURCH RD E & RAMBO ST,STONE CHURCH at RAMBO,0,2691,
43.200352,0,2751,-79.84528,,,,STONE CHURCH RD E & QUINN AV,STONE CHURCH at QUINN,0,2690,
43.257611,0,1371,-79.982174,,,,GOVERNOR'S RD & MOSS BV,GOVERNOR'S at MOSS,0,1605,
43.262089,0,1373,-79.958545,,,,GOVERNOR'S RD & OVERFIELD ST,GOVERNOR'S at OVERFIELD,0,1607,
43.26407,0,2978,-79.878911,,,,YORK BV & RAY ST,YORK at RAY,0,3222,
43.275257,0,1349,-79.93785,,,,YORK RD & FIELDGATE ST OPP (#241),YORK opposite FIELDGATE,0,3232,
43.267134,0,1348,-79.948748,,,,YORK RD & HUNTER ST,YORK at HUNTER,0,3233,
43.269329,0,1348,-79.947633,,,,YORK RD & DONALD AV,YORK at DONALD,0,3230,
43.275391,0,1347,-79.937593,,,,YORK RD & FIELDGATE ST,YORK at FIELDGATE,0,3231,
43.265941,0,1348,-79.950192,,,,YORK RD & COOTES DR,YORK at COOTES,0,3236,
43.262144,0,1178,-79.89659,,,,KING ST W & MACKLIN ST N,KING at MACKLIN,0,1969,
43.228688,0,2566,-79.741952,,,,GRAY RD & ROXBOROUGH AV,GRAY at ROXBOROUGH,0,1618,
43.228341,0,2531,-79.741897,,,,GRAY RD & ROXBOROUGH AV,GRAY at ROXBOROUGH,0,1619,
43.256922,0,1095,-79.869578,,,,KING ST W & JAMES ST N,KING at JAMES,0,1964,
43.223803,0,2530,-79.743779,,,,GRAY RD & HIGHWAY NO. 8,GRAY at HIGHWAY 8,0,1617,
43.226446,0,2567,-79.742924,,,,GRAY RD & CEDARDALE AV OPP (#215),GRAY opposite CEDARDALE,0,1614,
43.275405,0,1349,-79.933347,,,,YORK RD & OLYMPIC DR,YORK at OLYMPIC,0,3239,
43.258545,0,1083,-79.875512,,,,KING ST W & CAROLINE ST,KING at CAROLINE,0,1960,
43.226406,0,2531,-79.742716,,,,GRAY RD & CEDARDALE AV (#210),GRAY at CEDARDALE,0,1613,
43.231352,0,2532,-79.74068,,,,GRAYS RD & BARTON ST E,At 298 GRAYS,0,1610,
43.229826,0,2532,-79.741272,,,,GRAY RD & BRITANNIA AV,GRAY at BRITANNIA,0,1611,
43.247005,0,1171,-79.845463,,,,DELAWARE AV & BURRIS ST,DELAWARE at BURRIS,0,1363,
43.209739,0,2155,-79.835937,,,,UP/OTTAWA ST & CARSON DR,UPPER OTTAWA at CARSON,0,2873,
43.227801,0,2072,-79.828438,,,,UP/OTTAWA ST & BRUCEDALE AV,UPPER OTTAWA at BRUCEDALE,0,2872,
43.228076,0,2050,-79.828514,,,,UP/OTTAWA ST & BRUCEDALE AV,UPPER OTTAWA at BRUCEDALE,0,2871,
43.221574,0,2161,-79.831101,,,,UPPER OTTAWA ST & BROKER DR,UPPER OTTAWA at BROKER,0,2870,
43.225804,0,2051,-79.829549,,,,UP/OTTAWA ST & FENNELL AV,UPPER OTTAWA at FENNELL,0,2877,
43.23153,0,2808,-79.826976,,,,UP/OTTAWA ST & EVERTON PL,UPPER OTTAWA at EVERTON,0,2876,
